;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
6487;Masculino;comercio;tienda;cabecera san cristobal;1;60.0;28/02/2018;4500000;microempresarial
6488;femenino;comercio;tienda;santa cruz;2;2.0;3/05/2019;8200000;microempresarial
6489;femenino;comercio;variedades;moravia;2;4.0;6/06/2018;1500000;microempresarial
6490;masculino;servicio;montallantas;campo valdes no. 1;3;4.0;15/05/2018;$ 4,000,000.00;microempresarial
6491;femenino;servicio;fotografia;florencia;3;;2016/01/27;5000000;microempresarial
6492;femenino;industria;fabrica de ;san javier no.1;2;13.0;22/11/2017;3500000;microempresarial
6493;femenino;servicio;peluqueria;popular;2;1.0;7/09/2016;5000000;microempresarial
6494;femenino;servicio;miscelanea;buenos aires;1;9.0;22/12/2016;6890000;microempresarial
6495;femenino;industria;Fabrica De ;manrique central no. 1;02;4.0;5/12/2018;5000000;microempresarial
6496;femenino;comercio;variedades;belen;3;16.0;18/07/2016;6890000;microempresarial
6497;femenino;servicio;fabrica de ;robledo;3;7.0;13/04/2018;7800000;microempresarial
6498;masculino;Industria;fabrica de ;cabecera san cristobal;2;60.0;21/02/2018;3000000;microempresarial
6499;femenino;industria;fabrica-de-;aranjuez;2;4.0;24/05/2016;5000000;microempresarial
6500;femenino;servicio;fabrica de repuestos ;Manrique-Central-No.-2;2;3.0;23/11/2016;6000000;microempresarial
6501;femenino;comercio;almacen de ropa en ;robledo;2;7.0;25/09/2017;7000000;microempresarial
6502;femenino;comercio;ferreteria;robledo;2;7.0;28/11/2017;$ 7,300,000.00;microempresarial
6503;femenino;industria;fabrica de ;santo domingo savio ;1;1.0;31/08/2017;7300000;microempresarial
6504;femenino;comercio;restaurante;san javier no.1;1;13.0;18/07/2018;3000000;microempresarial
6505;femenino;comercio;tienda;santa cruz;1;2.0;22/06/2018;7500000;microempresarial
6506;femenino;comercio;fotografia;popular;2;1.0;4/11/2016;4000000;microempresarial
6507;femenino;comercio;comidas rapidas;robledo;2;7.0;16/04/2018;7800000;microempresarial
6508;femenino;comercio;montallantas;manrique central no. 1;3;4.0;27/04/2018;1000000;microempresarial
6509;masculino;comercio;miscelanea;el salvador;2;9.0;2017/11/3;5000000;microempresarial
6510;femenino;servicio;cafe e internet;moravia;2;4.0;14/09/2016;6890000;microempresarial
6511;femenino;industria;fabrica de ;manrique oriental;1;3.0;25/05/2018;4000000;microempresarial
6512;femenino;comercio;tienda;moravia;01;4.0;7/02/2018;7800000;microempresarial
6513;femenino;comercio;almacen de ropa en ;villa hermosa;3;8.0;16/01/2018;7000000;microempresarial
6514;masculino;comercio;tienda de helados;aranjuez;3;4.0;13/06/2016;5000000;microempresarial
6515;femenino;servicio;comidas rapidas;santo domingo savio ;2;1.0;18/04/2017;4000000;microempresarial
6516;femenino;servicio;fotografia;la avanzada;1;1.0;21/04/2017;5000000;Microempresarial
6517;masculino;industria;fabrica de ;las palmas;3;10.0;7/06/2018;7800000;microempresarial
6518;masculino;comercio;variedades;popular;2;1.0;2018/03/6;7000000;microempresarial
6519;femenino;comercio;almacen de ropa en ;Campo Valdes No. 1;3;4.0;25/04/2018;7800000;microempresarial
6520;femenino;industria;papeleria;santa cruz;2;2.0;26/09/2016;6890000;microempresarial
6521;femenino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;23/11/2018;1000000;microempresarial
6522;femenino;comercio;venta-de-calzado;cabecera san antonio ;2;80.0;31/01/2017;7377000;MICROEMPRESARIAL
6523;masculino;servicio;fabrica de juegos ;belen;3;16.0;12/07/2017;7377000;microempresarial
6524;FEMENINO;comercio;tienda de helados;aranjuez;2;4.0;6/05/2019;6000000;microempresarial
6525;femenino;industria;fabrica de ;manrique-oriental;3;3.0;6/06/2017;5000000;microempresarial
6526;masculino;industria;fabrica de ;belen;2;16.0;6/09/2017;6500000;microempresarial
6527;femenino;comercio;almacen de ropa en ;moravia;2;4.0;24/05/2019;6000000;microempresarial
6528;femenino;industria;fabrica de ;campo valdes no. 1;03;4.0;6/03/2018;2000000;microempresarial
6529;femenino;servicio;peluqueria;san bernardo;3;16.0;24/05/2019;8000000;microempresarial
6530;femenino;comercio;tienda;popular;2;;9/02/2016;$ 6,000,000.00;microempresarial
6531;femenino;comercio;fabrica de helados;san javier no.1;1;13.0;16/02/2018;7800000;microempresarial
6532;masculino;Comercio;variedades;cabecera san cristobal;1;60.0;13/02/2018;5000000;microempresarial
6533;femenino;comercio;almacen de ropa en ;robledo;2;7.0;4/08/2017;3000000;microempresarial
6534;femenino;comercio;variedades;santo domingo savio ;1;1.0;23/05/2018;4000000;microempresarial
6535;masculino;comercio;variedades;villa hermosa;2;8.0;22/03/2017;2000000;microempresarial
6536;femenino;Industria;fabrica de ;robledo;3;7.0;18/02/2019;8200000;microempresarial
6537;femenino;comercio;peluqueria;manrique central no. 1;2;4.0;20/12/2017;7000000;microempresarial
6538;masculino;comercio;fabrica de helados;aranjuez;3;4.0;11/10/2018;5000000;microempresarial
6539;femenino;industria;fabrica de ;la milagrosa;3;9.0;8/09/2016;6890000;microempresarial
6540;femenino;industria;fabrica de ;Belen;2;16.0;14/08/2017;7300000;microempresarial
6541;femenino;servicio;tienda naturista;santa margarita;2;7.0;14/03/2018;5000000;microempresarial
6542;MASCULINO;comercio;variedades;robledo;2;7.0;30/01/2019;2000000;microempresarial
6543;femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;2016/11/22;$ 4,000,000.00;microempresarial
6544;femenino;agropecuaria;venta de pollos;cabecera san cristobal;2;60.0;14/05/2019;10000000;agropecuaria
6545;masculino;comercio;comidas_rapidas;villatina;1;8.0;6/10/2016;5000000;microempresarial
6546;masculino;industria;Ebanistaria;buenos aires;3;9.0;22/05/2018;7000000;microempresarial
6547;femenino;comercio;comidas-rapidas;el pinal;1;8.0;3/10/2018;3000000;microempresarial
6548;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;27/09/2017;7300000;microempresarial
6549;femenino;industria;fabrica de calzado;manrique central no. 2;2;3.0;18/04/2017;7370000;microempresarial
6550;femenino;comercio;comidas rapidas;el salvador;3;9.0;23/05/2018;7800000;microempresarial
6551;femenino;industria;fabrica de ;castilla;2;5.0;2016/05/17;5000000;microempresarial
6552;femenino;comercio;papeleria;la candelaria;2;10.0;6/08/2018;5000000;microempresarial
6553;femenino;comercio;almacen de ropa en ;santo domingo savio ;1;1.0;31/08/2017;6000000;microempresarial
6554;femenino;;criadero de animales ;altavista;2;16.0;5/09/2017;5000000;agropecuaria
6555;masculino;comercio;variedades;aranjuez;3;4.0;11/03/2016;6890000;microempresarial
6556;femenino;industria;fabrica de ;barrio caicedo;2;9.0;4/07/2017;4500000;microempresarial
6557;femenino;comercio;panaderia;manrique central no. 1;2;4.0;1/08/2018;2500000;microempresarial
6558;femenino;comercio;tienda;andalucia;2;2.0;13/03/2018;6000000;microempresarial
6559;femenino;industria;fabrica-de-;manrique oriental;3;;31/05/2019;8000000;microempresarial
6560;femenino;industria;fabrica de ;andalucia;2;2.0;20/03/2018;7000000;microempresarial
6561;femenino;comercio;variedades;cabecera san antonio ;2;80.0;25/04/2017;5000000;microempresarial
6562;femenino;comercio;charcuteria;manrique oriental;3;3.0;4/07/2018;7000000;microempresarial
6563;femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;17/08/2018;6000000;microempresarial
6564;femenino;servicio;comidas rapidas;manrique oriental;2;4.0;13/06/2019;8200000;microempresarial
6565;femenino;industria;fabrica de ;20 de julio;2;13.0;23/05/2016;6000000;microempresarial
6566;femenino;comercio;fabrica de alimentos;villa hermosa;3;8.0;4/09/2018;1200000;microempresarial
6567;femenino;servicio;fabrica de ;la libertad;2;8.0;8/06/2017;6000000;microempresarial
6568;femenino;comercio;tienda;robledo;1;7.0;17/04/2017;7377000;microempresarial
6569;femenino;servicio;comidas_rapidas;robledo;2;7.0;30/11/2017;7000000;microempresarial
6570;femenino;servicio;peluqueria;belen;3;16.0;15/06/2017;7300000;microempresarial
6571;femenino;;fabrica_de_;playon de los ;2;2.0;21/11/2018;7800000;microempresarial
6572;femenino;servicio;fotografia;manrique central no. 1;1;4.0;20/03/2019;8200000;microempresarial
6573;masculino;industria;fabrica de ;robledo;2;7.0;28/02/2019;3000000;microempresarial
6574;masculino;industria;fabrica de ;san javier no.1;1;13.0;24/04/2018;7000000;microempresarial
6575;femenino;industria;fabrica de alimentos;calasanz;2;12.0;30/10/2018;6000000;microempresarial
6576;femenino;comercio;joyeria;belen;2;16.0;29/09/2017;7377000;microempresarial
6577;femenino;servicio;peluqueria;buenos aires;3;9.0;6/09/2017;3000000;microempresarial
6578;masculino;servicio;cafe e internet;robledo;2;7.0;5/02/2018;7000000;microempresarial
6579;masculino;industria;FABRICA DE ALIMENTOS;lopez de mesa;3;7.0;16/11/2018;7800000;microempresarial
6580;femenino;industria;FABRICA DE ;san javier no.1;1;13.0;31/03/2016;6800000;microempresarial
6581;MASCULINO;comercio;mantenimiento en ;centro admtivo;1;10.0;26/10/2018;5000000;microempresarial
6582;femenino;comercio;variedades;el socorro;2;13.0;6/12/2018;7800000;microempresarial
6583;femenino;industria;fabrica de ;buenos aires;2;9.0;22/05/2018;5000000;juridica y cap.semilla
6584;femenino;comercio;comidas rapidas;san javier no.1;02;13.0;30/11/2016;4000000;microempresarial
6585;masculino;industria;fabrica de ;florencia;3;5.0;13/09/2017;4000000;microempresarial
6586;FEMENINO;servicio;publicidad y ;buenos aires;2;9.0;23/03/2017;5000000;microempresarial
6587;Femenino;servicio;peluqueria;santander;2;6.0;9/08/2018;7000000;microempresarial
6588;masculino;industria;fabrica de muebles;santa cruz;2;2.0;27/05/2016;6800000;microempresarial
6589;femenino;comercio;fabrica de alimentos;robledo;3;7.0;3/04/2018;7800000;microempresarial
6590;masculino;industria;marroquineria;enciso;1;8.0;8/11/2016;6890000;microempresarial
6591;Femenino;industria;FABRICA DE ;robledo;3;7.0;17/10/2017;7300000;microempresarial
6592;FEMENINO;comercio;Variedades;cabecera san antonio ;3;80.0;27/11/2017;7300000;microempresarial
6593;femenino;servicio;cafe e internet;manrique central no. 2;2;3.0;8/08/2016;3000000;microempresarial
6594;masculino;comercio;restaurante;manrique central no. 1;2;4.0;3/05/2017;7300000;microempresarial
6595;femenino;industria;FABRICA DE ;robledo;2;7.0;1/06/2016;2100000;microempresarial
6596;femenino;comercio;variedades;robledo;1;7.0;25/01/2017;6000000;microempresarial
6597;femenino;servicio;peluqueria;aranjuez;2;4.0;24/09/2018;7800000;microempresarial
6598;femenino;comercio;papeleria;palenque;2;7.0;22/09/2016;5000000;microempresarial
6599;femenino;industria;fabrica de ;santa cruz;2;2.0;4/04/2017;3000000;microempresarial
6600;femenino;servicio;panaderia;popular;2;1.0;20/02/2018;7300000;microempresarial
6601;masculino;servicio;comidas rapidas;aranjuez;2;4.0;19/09/2017;7300000;microempresarial
6602;femenino;comercio;tienda;pablo vi;2;2.0;26/04/2017;4300000;microempresarial
6603;femenino;industria;fabrica de helados;aranjuez;3;4.0;22/02/2017;7377000;microempresarial
6604;masculino;servicio;barberia;popular;2;1.0;9/06/2017;6500000;microempresarial
6605;femenino;comercio;comidas rapidas;granizal;2;1.0;5/09/2018;4000000;microempresarial
6606;MASCULINO;servicio;MANTENIMIENTO EN ;moravia;2;4.0;14/09/2018;7800000;microempresarial
6607;femenino;comercio;comidas rapidas;belen;3;16.0;2018/03/1;2200000;microempresarial
6608;masculino;comercio;variedades;manrique central no. 1;2;4.0;29/04/2019;4500000;microempresarial
6609;femenino;comercio;VARIEDADES;manrique central no. 1;2;4.0;9/11/2018;2000000;microempresarial
6610;masculino;comercio;comidas rapidas;vrda. san cristobal ;2;60.0;20/02/2016;6890000;microempresarial
6611;masculino;industria;panaderia;santo domingo savio ;1;1.0;27/06/2017;7000000;microempresarial
6612;femenino;comercio;tienda;manrique oriental;2;3.0;19/06/2019;82000000;microempresarial
6613;masculino;comercio;productos de belleza;santo domingo savio ;01;1.0;14/09/2018;2000000;Microempresarial
6614;femenino;servicio;barberia;manrique central no. 1;2;4.0;11/10/2018;3000000;microempresarial
6615;masculino;servicio;taller de mecanica;santo domingo savio ;2;1.0;10/07/2018;2500000;microempresarial
6616;femenino;industria;fabrica de ;cabecera san cristobal;3;60.0;13/04/2018;7800000;microempresarial
6617;femenino;industria;fabrica de ;barrio caicedo;2;9.0;18/03/2016;6443500;Microempresarial
6618;masculino;comercio;COMIDAS RAPIDAS;manrique central no. 1;0;4.0;30/06/2017;7000000;microempresarial
6619;femenino;comercio;cafeteria;santo domingo savio ;1;1.0;2018/04/26;4500000;microempresarial
6620;femenino;comercio;almacen de ropa en ;villa hermosa;2;8.0;15/09/2017;7000000;microempresarial
6621;femenino;servicio;peluqueria;barrio caicedo;1;9.0;19/12/2016;3000000;microempresarial
6622;femenino;industria;fabrica de ;popular;2;1.0;17/05/2018;4000000;microempresarial
6623;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;21/08/2018;3000000;microempresarial
6624;femenino;industria;fabrica de ;buenos aires;2;9.0;20/09/2018;7800000;microempresarial
6625;femenino;industria;fabrica de ;belen;3;16.0;16/03/2016;5000000;microempresarial
6626;masculino;comercio;distribuidora de ;villa hermosa;3;8.0;4/08/2017;7300000;microempresarial
6627;masculino;servicio;comidas rapidas;popular;2;1.0;2017/09/14;7377000;microempresarial
6628;femenino;comercio;comidas rapidas;castilla;3;5.0;23/04/2019;8281000;microempresarial
6629;femenino;industria;fabrica de alimentos;campo valdes no. 1;3;4.0;25/10/2018;4000000;microempresarial
6630;femenino;servicio;peluqueria;florencia;3;5.0;2/08/2017;5000000;microempresarial
6631;masculino;comercio;variedades;doce de octubre no.1;2;6.0;25/09/2017;7370000;microempresarial
6632;femenino;comercio;tienda;manrique central no. 1;2;4.0;7/12/2017;7000000;microempresarial
6633;masculino;comercio;ferreteria;aranjuez;3;4.0;25/08/2016;5000000;MICROEMPRESARIAL
6634;masculino;comercio;tienda;la milagrosa;3;9.0;2017/05/19;7370000;microempresarial
6635;femenino;industria;fabrica de ;belen;3;16.0;9/11/2016;6890000;microempresarial
6636;femenino;comercio;panaderia;tejelo;3;5.0;20/02/2018;7800000;microempresarial
6637;femenino;comercio;almacen de ropa en ;castilla;2;5.0;11/10/2016;3500000;microempresarial
6638;femenino;comercio;comidas rapidas;buenos aires;3;9.0;30/10/2017;$ 7,000,000.00;microempresarial
6639;masculino;comercio;variedades;san german;3;7.0;25/04/2018;19531000;empresarial ed. 
6640;masculino;servicio;ferreteria;manrique central no. 1;2;4.0;14/09/2017;5000000;microempresarial
6641;FEMENINO;comercio;variedades;barrio caicedo;1;9.0;4/05/2016;6800000;microempresarial
6642;femenino;Comercio;variedades;nuevos conquistadores;2;13.0;10/11/2017;2500000;microempresarial
6643;femenino;comercio;almacen de ropa en ;san diego;2;10.0;10/04/2018;2000000;microempresarial
6644;femenino;comercio;variedades;santo domingo savio ;02;1.0;27/04/2018;1200000;microempresarial
6645;femenino;comercio;tienda;el salvador;2;9.0;15/03/2017;5000000;microempresarial
6646;masculino;comercio;mantenimiento en ;pedregal;3;6.0;27/08/2018;5000000;microempresarial
6647;femenino;comercio;taller de mecanica;campo valdes no. 1;3;4.0;9/11/2017;7300000;microempresarial
6648;femenino;comercio;almacen de ropa en ;cabecera san antonio ;2;80.0;9/02/2017;7377000;microempresarial
6649;femenino;servicio;lavanderia;cabecera san cristobal;1;60.0;7/03/2017;4000000;microempresarial
6650;femenino;comercio;peluqueria;robledo;2;7.0;11/05/2017;7377000;microempresarial
6651;femenino;comercio;almacen de ropa en ;juan xxiii la quiebra;2;13.0;2017/10/11;5000000;microempresarial
6652;femenino;comercio;ferreteria;aranjuez;2;4.0;3/07/2018;5000000;microempresarial
6653;femenino;industria;variedades;aranjuez;3;4.0;11/10/2018;3000000;microempresarial
6654;masculino;comercio;tienda;castilla;3;5.0;2016/10/10;6000000;microempresarial
6655;femenino;comercio;almacen de ropa en ;loreto;3;9.0;8/06/2018;3500000;Microempresarial
6656;FEMENINO;industria;fabrica de ;el salvador;2;9.0;6/06/2017;$ 7,377,000.00;microempresarial
6657;femenino;comercio;tienda;manrique central no. 1;1;4.0;16/11/2018;3000000;Microempresarial
6658;Femenino;Comercio;variedades;cabecera san cristobal;1;60.0;2019/06/19;1500000;microempresarial
6659;femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;7/11/2017;7377000;Microempresarial
6660;femenino;industria;fabrica de ;el chagualo;3;10.0;28/02/2018;1000000;microempresarial
6661;femenino;industria;fabrica de ;guayabal;2;15.0;31/10/2017;7000000;microempresarial
6662;masculino;comercio;tienda de helados;florencia;3;5.0;15/03/2016;6890000;microempresarial
6663;Masculino;industria;FABRICA DE CALZADO;manrique central no. 1;2;4.0;30/03/2017;6000000;microempresarial
6664;femenino;comercio;comidas rapidas;playon de los ;2;2.0;5/09/2018;5000000;microempresarial
6665;femenino;comercio;tienda;manrique oriental;1;3.0;7/03/2019;8200000;microempresarial
6666;femenino;industria;carpinteria;manrique oriental;2;3.0;9/08/2017;7370000;microempresarial
6667;masculino;comercio;variedades;manrique central no. 1;1;4.0;13/06/2017;4000000;microempresarial
6668;femenino;industria;fabrica de ;cabecera san cristobal;02;60.0;8/03/2018;2000000;microempresarial
6669;masculino;comercio;almacen de ropa en ;manrique oriental;2;3.0;21/12/2016;6000000;microempresarial
6670;femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;28/11/2016;8000000;microempresarial
6671;masculino;servicio;mantenimiento en ;CABECERA SAN ANTONIO ;2;80.0;27/06/2019;5880000;microempresarial
6672;femenino;industria;fabrica de ;moravia;02;4.0;17/05/2017;7000000;microempresarial
6673;masculino;servicio;publicidad y ;BUENOS AIRES;3;;2016/02/18;6000000;microempresarial
6674;masculino;comercio;variedades;castilla;3;5.0;22/02/2018;5000000;microempresarial
6675;femenino;industria;cafeteria;santa monica;3;12.0;23/02/2018;7800000;microempresarial
6676;femenino;industria;fabrica de calzado;santa cruz;2;2.0;2019/01/15;8200000;microempresarial
6677;femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;13/09/2017;7370000;microempresarial
6678;masculino;comercio;tienda;robledo;3;7.0;16/11/2016;$ 3,500,000.00;microempresarial
